model,condition,country,language,total_questions,valid_responses,invalid_responses,success_rate,mean_consistency_rate
google/gemma-3-4b-it,imitation,Korea,ko,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,Kuwait,ar,10,10,0,1.0,0.94
google/gemma-3-4b-it,imitation,Kuwait,en,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Kyrgyzstan,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Kyrgyzstan,ru,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Lebanon,ar,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Lebanon,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Libya,ar,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,Libya,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Luxembourg,de,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Luxembourg,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Luxembourg,fr,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Macao,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Macao,pt,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Macao,zh-cn,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Malaysia,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Mali,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Mali,fr,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Malta,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Mexico,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Mexico,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Morocco,ar,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Morocco,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,New Zealand,en-native,10,10,0,1.0,0.92
google/gemma-3-4b-it,imitation,Nicaragua,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Nicaragua,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Nigeria,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Pakistan,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Palestine,ar,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,Palestine,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Peru,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Peru,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Philippines,en-native,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Portugal,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Portugal,pt,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Puerto Rico,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Puerto Rico,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Qatar,ar,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Qatar,en,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Russia,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Russia,ru,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Rwanda,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Rwanda,fr,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Singapore,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Singapore,zh-cn,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,South Africa,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Spain,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Spain,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Switzerland,de,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Switzerland,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Switzerland,fr,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Switzerland,it,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Taiwan,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Taiwan,zh-tw,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,Trinidad and Tobago,en-native,10,10,0,1.0,0.98
google/gemma-3-4b-it,imitation,Tunisia,ar,10,10,0,1.0,0.96
google/gemma-3-4b-it,imitation,Tunisia,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,United Kingdom,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,United States,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Uruguay,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Uruguay,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Venezuela,en,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Venezuela,es,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Yemen,ar,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Yemen,en,10,10,0,1.0,0.92
google/gemma-3-4b-it,imitation,Zambia,en-native,10,10,0,1.0,1.0
google/gemma-3-4b-it,imitation,Zimbabwe,en-native,10,10,0,1.0,1.0
gpt-4o,imitation,Algeria,ar,10,10,0,1.0,0.94
gpt-4o,imitation,Algeria,en,10,10,0,1.0,1.0
gpt-4o,imitation,Argentina,en,10,10,0,1.0,0.84
gpt-4o,imitation,Argentina,es,10,10,0,1.0,0.86
gpt-4o,imitation,Australia,en-native,10,10,0,1.0,0.82
gpt-4o,imitation,Austria,de,10,10,0,1.0,0.84
gpt-4o,imitation,Austria,en,10,10,0,1.0,0.92
gpt-4o,imitation,Belarus,en,10,10,0,1.0,0.9
gpt-4o,imitation,Belarus,ru,10,10,0,1.0,0.94
gpt-4o,imitation,Belgium,de,10,10,0,1.0,0.9
gpt-4o,imitation,Belgium,en,10,10,0,1.0,0.86
gpt-4o,imitation,Belgium,fr,10,10,0,1.0,0.88
gpt-4o,imitation,Bolivia,en,10,10,0,1.0,0.9
gpt-4o,imitation,Bolivia,es,10,10,0,1.0,0.86
gpt-4o,imitation,Brazil,en,10,10,0,1.0,0.94
gpt-4o,imitation,Brazil,pt,10,10,0,1.0,0.86
gpt-4o,imitation,Burkina Faso,en,10,10,0,1.0,0.96
gpt-4o,imitation,Burkina Faso,fr,10,10,0,1.0,0.88
gpt-4o,imitation,Canada,en-native,10,10,0,1.0,0.88
gpt-4o,imitation,Canada,fr,10,10,0,1.0,0.94
gpt-4o,imitation,Chile,en,10,10,0,1.0,0.94
gpt-4o,imitation,Chile,es,10,10,0,1.0,0.8
gpt-4o,imitation,China,en,10,10,0,1.0,0.88
gpt-4o,imitation,China,zh-cn,10,10,0,1.0,0.92
gpt-4o,imitation,Colombia,en,10,10,0,1.0,0.92
gpt-4o,imitation,Colombia,es,10,10,0,1.0,0.82
gpt-4o,imitation,Ecuador,en,10,10,0,1.0,0.78
gpt-4o,imitation,Ecuador,es,10,10,0,1.0,0.86
gpt-4o,imitation,Egypt,ar,10,10,0,1.0,0.9
gpt-4o,imitation,Egypt,en,10,10,0,1.0,0.94
gpt-4o,imitation,France,en,10,10,0,1.0,0.9
gpt-4o,imitation,France,fr,10,10,0,1.0,0.88
gpt-4o,imitation,Germany,de,10,10,0,1.0,0.8
gpt-4o,imitation,Germany,en,10,10,0,1.0,0.86
gpt-4o,imitation,Ghana,en-native,10,10,0,1.0,0.88
gpt-4o,imitation,Guatemala,en,10,10,0,1.0,0.98
gpt-4o,imitation,Guatemala,es,10,10,0,1.0,0.94
gpt-4o,imitation,Haiti,en,10,10,0,1.0,0.96
gpt-4o,imitation,Haiti,fr,10,10,0,1.0,0.8
gpt-4o,imitation,Hong Kong,en-native,10,10,0,1.0,0.92
gpt-4o,imitation,Hong Kong,zh-cn,10,10,0,1.0,0.82
gpt-4o,imitation,Hong Kong,zh-hk,10,10,0,1.0,0.84
gpt-4o,imitation,Iraq,ar,10,10,0,1.0,0.92
gpt-4o,imitation,Iraq,en,10,10,0,1.0,0.92
gpt-4o,imitation,Ireland,en-native,10,10,0,1.0,0.8
gpt-4o,imitation,Italy,en,10,10,0,1.0,0.92
gpt-4o,imitation,Italy,it,10,10,0,1.0,0.94
gpt-4o,imitation,Japan,en,10,10,0,1.0,0.92
gpt-4o,imitation,Japan,ja,10,10,0,1.0,0.88
gpt-4o,imitation,Jordan,ar,10,10,0,1.0,0.9
gpt-4o,imitation,Jordan,en,10,10,0,1.0,0.96
gpt-4o,imitation,Kazakhstan,en,10,10,0,1.0,1.0
gpt-4o,imitation,Kazakhstan,ru,10,10,0,1.0,0.94
gpt-4o,imitation,Kenya,en-native,10,10,0,1.0,0.9
gpt-4o,imitation,Korea,en,10,10,0,1.0,0.92
gpt-4o,imitation,Korea,ko,10,10,0,1.0,0.86
gpt-4o,imitation,Kuwait,ar,10,10,0,1.0,0.9
gpt-4o,imitation,Kuwait,en,10,10,0,1.0,0.96
gpt-4o,imitation,Kyrgyzstan,en,10,10,0,1.0,0.94
gpt-4o,imitation,Kyrgyzstan,ru,10,10,0,1.0,0.86
gpt-4o,imitation,Lebanon,ar,10,10,0,1.0,0.9
gpt-4o,imitation,Lebanon,en,10,10,0,1.0,0.88
gpt-4o,imitation,Libya,ar,10,10,0,1.0,0.94
gpt-4o,imitation,Libya,en,10,10,0,1.0,0.96
gpt-4o,imitation,Luxembourg,de,10,10,0,1.0,0.88
gpt-4o,imitation,Luxembourg,en,10,10,0,1.0,0.92
gpt-4o,imitation,Luxembourg,fr,10,10,0,1.0,0.92
gpt-4o,imitation,Macao,en,10,10,0,1.0,0.94
gpt-4o,imitation,Macao,pt,10,10,0,1.0,0.9
gpt-4o,imitation,Macao,zh-cn,10,10,0,1.0,0.94
gpt-4o,imitation,Malaysia,en-native,10,10,0,1.0,0.94
gpt-4o,imitation,Mali,en,10,10,0,1.0,0.96
gpt-4o,imitation,Mali,fr,10,10,0,1.0,0.84
gpt-4o,imitation,Malta,en-native,10,10,0,1.0,0.9
gpt-4o,imitation,Mexico,en,10,10,0,1.0,0.88
gpt-4o,imitation,Mexico,es,10,10,0,1.0,0.82
gpt-4o,imitation,Morocco,ar,10,10,0,1.0,0.92
gpt-4o,imitation,Morocco,en,10,10,0,1.0,0.92
gpt-4o,imitation,New Zealand,en-native,10,10,0,1.0,0.96
gpt-4o,imitation,Nicaragua,en,10,10,0,1.0,0.96
gpt-4o,imitation,Nicaragua,es,10,10,0,1.0,0.86
gpt-4o,imitation,Nigeria,en-native,10,10,0,1.0,0.94
gpt-4o,imitation,Pakistan,en-native,10,10,0,1.0,0.92
gpt-4o,imitation,Palestine,ar,10,10,0,1.0,0.86
gpt-4o,imitation,Palestine,en,10,10,0,1.0,0.92
gpt-4o,imitation,Peru,en,10,10,0,1.0,0.88
gpt-4o,imitation,Peru,es,10,10,0,1.0,0.84
gpt-4o,imitation,Philippines,en-native,10,10,0,1.0,0.98
gpt-4o,imitation,Portugal,en,10,10,0,1.0,0.92
gpt-4o,imitation,Portugal,pt,10,10,0,1.0,0.84
gpt-4o,imitation,Puerto Rico,en-native,10,10,0,1.0,0.88
gpt-4o,imitation,Puerto Rico,es,10,10,0,1.0,0.84
gpt-4o,imitation,Qatar,ar,10,10,0,1.0,0.88
gpt-4o,imitation,Qatar,en,10,10,0,1.0,0.94
gpt-4o,imitation,Russia,en,10,10,0,1.0,0.96
gpt-4o,imitation,Russia,ru,10,10,0,1.0,0.9
gpt-4o,imitation,Rwanda,en-native,10,10,0,1.0,0.94
gpt-4o,imitation,Rwanda,fr,10,10,0,1.0,0.96
gpt-4o,imitation,Singapore,en-native,10,10,0,1.0,0.94
gpt-4o,imitation,Singapore,zh-cn,10,10,0,1.0,0.88
gpt-4o,imitation,South Africa,en-native,10,10,0,1.0,0.94
gpt-4o,imitation,Spain,en,10,10,0,1.0,0.86
gpt-4o,imitation,Spain,es,10,10,0,1.0,0.84
gpt-4o,imitation,Switzerland,de,10,10,0,1.0,0.9
gpt-4o,imitation,Switzerland,en,10,10,0,1.0,0.92
gpt-4o,imitation,Switzerland,fr,10,10,0,1.0,0.9
gpt-4o,imitation,Switzerland,it,10,10,0,1.0,0.92
gpt-4o,imitation,Taiwan,en,10,10,0,1.0,0.92
gpt-4o,imitation,Taiwan,zh-tw,10,10,0,1.0,0.76
gpt-4o,imitation,Trinidad and Tobago,en-native,10,10,0,1.0,0.88
gpt-4o,imitation,Tunisia,ar,10,10,0,1.0,0.9
gpt-4o,imitation,Tunisia,en,10,10,0,1.0,0.88
gpt-4o,imitation,United Kingdom,en-native,10,10,0,1.0,0.86
gpt-4o,imitation,United States,en-native,10,10,0,1.0,0.76
gpt-4o,imitation,Uruguay,en,10,10,0,1.0,0.74
gpt-4o,imitation,Uruguay,es,10,10,0,1.0,0.84
gpt-4o,imitation,Venezuela,en,10,10,0,1.0,0.84
gpt-4o,imitation,Venezuela,es,10,10,0,1.0,0.94
gpt-4o,imitation,Yemen,ar,10,10,0,1.0,0.92
gpt-4o,imitation,Yemen,en,10,10,0,1.0,0.96
gpt-4o,imitation,Zambia,en-native,10,10,0,1.0,0.9
gpt-4o,imitation,Zimbabwe,en-native,10,10,0,1.0,0.82
gpt-4o-mini,imitation,Algeria,ar,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Algeria,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Argentina,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Argentina,es,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Australia,en-native,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Austria,de,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Austria,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Belarus,en,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Belarus,ru,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Belgium,de,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Belgium,en,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Belgium,fr,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Bolivia,en,10,10,0,1.0,0.92
gpt-4o-mini,imitation,Bolivia,es,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Brazil,en,10,10,0,1.0,0.9
gpt-4o-mini,imitation,Brazil,pt,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Burkina Faso,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Burkina Faso,fr,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Canada,en-native,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Canada,fr,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Chile,en,10,10,0,1.0,0.92
gpt-4o-mini,imitation,Chile,es,10,10,0,1.0,1.0
gpt-4o-mini,imitation,China,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,China,zh-cn,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Colombia,en,10,10,0,1.0,0.9
gpt-4o-mini,imitation,Colombia,es,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Ecuador,en,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Ecuador,es,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Egypt,ar,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Egypt,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,France,en,10,10,0,1.0,0.9
gpt-4o-mini,imitation,France,fr,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Germany,de,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Germany,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Ghana,en-native,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Guatemala,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Guatemala,es,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Haiti,en,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Haiti,fr,10,10,0,1.0,0.92
gpt-4o-mini,imitation,Hong Kong,en-native,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Hong Kong,zh-cn,10,10,0,1.0,0.9
gpt-4o-mini,imitation,Hong Kong,zh-hk,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Iraq,ar,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Iraq,en,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Ireland,en-native,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Italy,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Italy,it,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Japan,en,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Japan,ja,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Jordan,ar,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Jordan,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Kazakhstan,en,10,10,0,1.0,0.92
gpt-4o-mini,imitation,Kazakhstan,ru,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Kenya,en-native,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Korea,en,10,10,0,1.0,0.88
gpt-4o-mini,imitation,Korea,ko,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Kuwait,ar,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Kuwait,en,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Kyrgyzstan,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Kyrgyzstan,ru,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Lebanon,ar,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Lebanon,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Libya,ar,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Libya,en,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Luxembourg,de,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Luxembourg,en,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Luxembourg,fr,10,10,0,1.0,0.92
gpt-4o-mini,imitation,Macao,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Macao,pt,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Macao,zh-cn,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Malaysia,en-native,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Mali,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Mali,fr,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Malta,en-native,10,10,0,1.0,0.9
gpt-4o-mini,imitation,Mexico,en,10,10,0,1.0,0.9
gpt-4o-mini,imitation,Mexico,es,10,10,0,1.0,0.9
gpt-4o-mini,imitation,Morocco,ar,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Morocco,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,New Zealand,en-native,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Nicaragua,en,10,10,0,1.0,0.9
gpt-4o-mini,imitation,Nicaragua,es,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Nigeria,en-native,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Pakistan,en-native,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Palestine,ar,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Palestine,en,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Peru,en,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Peru,es,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Philippines,en-native,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Portugal,en,10,10,0,1.0,0.9
gpt-4o-mini,imitation,Portugal,pt,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Puerto Rico,en-native,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Puerto Rico,es,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Qatar,ar,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Qatar,en,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Russia,en,10,10,0,1.0,0.92
gpt-4o-mini,imitation,Russia,ru,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Rwanda,en-native,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Rwanda,fr,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Singapore,en-native,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Singapore,zh-cn,10,10,0,1.0,0.96
gpt-4o-mini,imitation,South Africa,en-native,10,10,0,1.0,0.96
gpt-4o-mini,imitation,Spain,en,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Spain,es,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Switzerland,de,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Switzerland,en,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Switzerland,fr,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Switzerland,it,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Taiwan,en,10,10,0,1.0,0.92
gpt-4o-mini,imitation,Taiwan,zh-tw,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Trinidad and Tobago,en-native,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Tunisia,ar,10,10,0,1.0,0.88
gpt-4o-mini,imitation,Tunisia,en,10,10,0,1.0,0.92
gpt-4o-mini,imitation,United Kingdom,en-native,10,10,0,1.0,1.0
gpt-4o-mini,imitation,United States,en-native,10,10,0,1.0,0.92
gpt-4o-mini,imitation,Uruguay,en,10,10,0,1.0,0.92
gpt-4o-mini,imitation,Uruguay,es,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Venezuela,en,10,10,0,1.0,0.88
gpt-4o-mini,imitation,Venezuela,es,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Yemen,ar,10,10,0,1.0,0.98
gpt-4o-mini,imitation,Yemen,en,10,10,0,1.0,0.94
gpt-4o-mini,imitation,Zambia,en-native,10,10,0,1.0,1.0
gpt-4o-mini,imitation,Zimbabwe,en-native,10,10,0,1.0,0.92
kimi-k2,imitation,Algeria,ar,10,10,0,1.0,0.9
kimi-k2,imitation,Algeria,en,10,10,0,1.0,0.9
kimi-k2,imitation,Argentina,en,10,10,0,1.0,0.92
kimi-k2,imitation,Argentina,es,10,10,0,1.0,0.96
kimi-k2,imitation,Australia,en-native,10,10,0,1.0,0.94
kimi-k2,imitation,Austria,de,10,10,0,1.0,0.82
kimi-k2,imitation,Austria,en,10,10,0,1.0,0.9
kimi-k2,imitation,Belarus,en,10,10,0,1.0,0.92
kimi-k2,imitation,Belarus,ru,10,10,0,1.0,0.96
kimi-k2,imitation,Belgium,de,10,10,0,1.0,0.94
kimi-k2,imitation,Belgium,en,10,10,0,1.0,0.96
kimi-k2,imitation,Belgium,fr,10,10,0,1.0,0.9
kimi-k2,imitation,Bolivia,en,10,10,0,1.0,0.9
kimi-k2,imitation,Bolivia,es,10,10,0,1.0,0.87
kimi-k2,imitation,Brazil,en,10,10,0,1.0,0.86
kimi-k2,imitation,Brazil,pt,10,10,0,1.0,0.84
kimi-k2,imitation,Burkina Faso,en,10,10,0,1.0,0.88
kimi-k2,imitation,Burkina Faso,fr,10,10,0,1.0,0.98
kimi-k2,imitation,Canada,en-native,10,10,0,1.0,0.92
kimi-k2,imitation,Canada,fr,10,10,0,1.0,0.92
kimi-k2,imitation,Chile,en,10,10,0,1.0,0.9
kimi-k2,imitation,Chile,es,10,10,0,1.0,0.86
kimi-k2,imitation,China,en,10,10,0,1.0,0.92
kimi-k2,imitation,China,zh-cn,10,10,0,1.0,0.86
kimi-k2,imitation,Colombia,en,10,10,0,1.0,0.86
kimi-k2,imitation,Colombia,es,10,10,0,1.0,0.92
kimi-k2,imitation,Ecuador,en,10,10,0,1.0,0.92
kimi-k2,imitation,Ecuador,es,10,10,0,1.0,0.86
kimi-k2,imitation,Egypt,ar,10,10,0,1.0,0.9
kimi-k2,imitation,Egypt,en,10,10,0,1.0,0.96
kimi-k2,imitation,France,en,10,10,0,1.0,0.92
kimi-k2,imitation,France,fr,10,10,0,1.0,0.94
kimi-k2,imitation,Germany,de,10,10,0,1.0,0.94
kimi-k2,imitation,Germany,en,10,10,0,1.0,0.94
kimi-k2,imitation,Ghana,en-native,10,10,0,1.0,0.88
kimi-k2,imitation,Guatemala,en,10,10,0,1.0,0.94
kimi-k2,imitation,Guatemala,es,10,10,0,1.0,0.94
kimi-k2,imitation,Haiti,en,10,10,0,1.0,0.96
kimi-k2,imitation,Haiti,fr,10,10,0,1.0,0.96
kimi-k2,imitation,Hong Kong,en-native,10,10,0,1.0,0.92
kimi-k2,imitation,Hong Kong,zh-cn,10,10,0,1.0,0.9
kimi-k2,imitation,Hong Kong,zh-hk,10,10,0,1.0,0.88
kimi-k2,imitation,Iraq,ar,10,10,0,1.0,0.86
kimi-k2,imitation,Iraq,en,10,10,0,1.0,1.0
kimi-k2,imitation,Ireland,en-native,10,10,0,1.0,0.86
kimi-k2,imitation,Italy,en,10,10,0,1.0,0.84
kimi-k2,imitation,Italy,it,10,10,0,1.0,0.9
kimi-k2,imitation,Japan,en,10,10,0,1.0,0.9
kimi-k2,imitation,Japan,ja,10,10,0,1.0,0.92
kimi-k2,imitation,Jordan,ar,10,10,0,1.0,0.92
kimi-k2,imitation,Jordan,en,10,10,0,1.0,0.94
kimi-k2,imitation,Kazakhstan,en,10,10,0,1.0,0.92
kimi-k2,imitation,Kazakhstan,ru,10,10,0,1.0,0.9
kimi-k2,imitation,Kenya,en-native,10,10,0,1.0,0.92
kimi-k2,imitation,Korea,en,10,10,0,1.0,1.0
kimi-k2,imitation,Korea,ko,10,10,0,1.0,0.94
kimi-k2,imitation,Kuwait,ar,10,10,0,1.0,0.98
kimi-k2,imitation,Kuwait,en,10,10,0,1.0,0.9
kimi-k2,imitation,Kyrgyzstan,en,10,10,0,1.0,0.98
kimi-k2,imitation,Kyrgyzstan,ru,10,10,0,1.0,0.9
kimi-k2,imitation,Lebanon,ar,10,10,0,1.0,0.88
kimi-k2,imitation,Lebanon,en,10,10,0,1.0,0.86
kimi-k2,imitation,Libya,ar,10,10,0,1.0,0.91
kimi-k2,imitation,Libya,en,10,10,0,1.0,0.96
kimi-k2,imitation,Luxembourg,de,10,10,0,1.0,0.92
kimi-k2,imitation,Luxembourg,en,10,10,0,1.0,0.9
kimi-k2,imitation,Luxembourg,fr,10,10,0,1.0,0.96
kimi-k2,imitation,Macao,en,10,10,0,1.0,0.9
kimi-k2,imitation,Macao,pt,10,10,0,1.0,0.78
kimi-k2,imitation,Macao,zh-cn,10,10,0,1.0,0.88
kimi-k2,imitation,Malaysia,en-native,10,10,0,1.0,0.94
kimi-k2,imitation,Mali,en,10,10,0,1.0,0.88
kimi-k2,imitation,Mali,fr,10,10,0,1.0,0.96
kimi-k2,imitation,Malta,en-native,10,10,0,1.0,0.88
kimi-k2,imitation,Mexico,en,10,10,0,1.0,0.98
kimi-k2,imitation,Mexico,es,10,10,0,1.0,0.82
kimi-k2,imitation,Morocco,ar,10,10,0,1.0,0.94
kimi-k2,imitation,Morocco,en,10,10,0,1.0,0.94
kimi-k2,imitation,New Zealand,en-native,10,10,0,1.0,0.92
kimi-k2,imitation,Nicaragua,en,10,10,0,1.0,0.88
kimi-k2,imitation,Nicaragua,es,10,10,0,1.0,0.86
kimi-k2,imitation,Nigeria,en-native,10,10,0,1.0,0.94
kimi-k2,imitation,Pakistan,en-native,10,10,0,1.0,1.0
kimi-k2,imitation,Palestine,ar,10,10,0,1.0,0.77
kimi-k2,imitation,Palestine,en,10,10,0,1.0,0.92
kimi-k2,imitation,Peru,en,10,10,0,1.0,0.94
kimi-k2,imitation,Peru,es,10,10,0,1.0,0.88
