model,country,cultural_region,roleplay,A008,E018,F063,F118,F120,G006,E025,A165
mistralai/mistral-nemo,Jordan,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,,3.0,2.0
mistralai/mistral-nemo,Kyrgyzstan,AI Roleplay,True,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Lebanon,AI Roleplay,True,2.0,2.0,10.0,3.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Latvia,AI Roleplay,True,2.0,2.0,7.0,4.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Kuwait,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,,3.0,2.0
mistralai/mistral-nemo,Libya,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Luxembourg,AI Roleplay,True,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Macao,AI Roleplay,True,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Lithuania,AI Roleplay,True,2.0,2.0,8.0,4.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Malaysia,AI Roleplay,True,2.0,2.0,9.0,3.0,3.0,,2.0,2.0
mistralai/mistral-nemo,Maldives,AI Roleplay,True,2.0,2.0,10.0,3.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Malta,AI Roleplay,True,2.0,2.0,9.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Mexico,AI Roleplay,True,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Mali,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,3.0,2.0
mistralai/mistral-nemo,Mongolia,AI Roleplay,True,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Moldova (the Republic of),AI Roleplay,True,2.0,,5.0,4.0,3.0,,2.0,2.0
mistralai/mistral-nemo,Montenegro,AI Roleplay,True,2.0,,8.0,2.0,2.0,,3.0,2.0
mistralai/mistral-nemo,Netherlands (the),AI Roleplay,True,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,New Zealand,AI Roleplay,True,2.0,2.0,4.0,10.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Morocco,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,,2.0,2.0
mistralai/mistral-nemo,Nicaragua,AI Roleplay,True,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Pakistan,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Norway,AI Roleplay,True,2.0,2.0,2.0,10.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Nigeria,AI Roleplay,True,2.0,,10.0,2.0,2.0,,2.0,2.0
mistralai/mistral-nemo,Peru,AI Roleplay,True,2.0,2.0,8.0,6.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Philippines (the),AI Roleplay,True,2.0,2.0,9.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Poland,AI Roleplay,True,2.0,2.0,8.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Portugal,AI Roleplay,True,2.0,2.0,7.0,8.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Puerto Rico,AI Roleplay,True,2.0,2.0,8.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Russian Federation (the),AI Roleplay,True,2.0,2.0,7.0,4.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Romania,AI Roleplay,True,2.0,2.0,8.0,5.0,5.0,,2.0,2.0
mistralai/mistral-nemo,Qatar,AI Roleplay,True,2.0,,10.0,4.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Slovakia,AI Roleplay,True,2.0,2.0,7.0,5.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Serbia,AI Roleplay,True,2.0,2.0,8.0,3.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Singapore,AI Roleplay,True,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Rwanda,AI Roleplay,True,2.0,,10.0,2.0,4.0,,3.0,2.0
mistralai/mistral-nemo,Viet Nam,AI Roleplay,True,2.0,,2.0,4.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Slovenia,AI Roleplay,True,2.0,2.0,6.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,South Africa,AI Roleplay,True,2.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Spain,AI Roleplay,True,2.0,2.0,7.0,5.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Zimbabwe,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Switzerland,AI Roleplay,True,2.0,2.0,2.0,10.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Sweden,AI Roleplay,True,2.0,2.0,2.0,10.0,5.0,2.0,,2.0
mistralai/mistral-nemo,Tajikistan,AI Roleplay,True,2.0,,8.0,2.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Thailand,AI Roleplay,True,2.0,2.0,7.0,4.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Trinidad and Tobago,AI Roleplay,True,2.0,2.0,8.0,3.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Tunisia,AI Roleplay,True,2.0,2.0,9.0,3.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Turkey,AI Roleplay,True,2.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Ukraine,AI Roleplay,True,2.0,2.0,8.0,2.0,3.0,2.0,3.0,2.0
mistralai/mistral-nemo,Republic of North Macedonia,AI Roleplay,True,2.0,2.0,7.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,United Kingdom of Great Britain and Northern Ireland (the),AI Roleplay,True,2.0,2.0,4.0,7.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Egypt,AI Roleplay,True,2.0,,10.0,3.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,United States of America (the),AI Roleplay,True,2.0,2.0,5.0,8.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Venezuela (Bolivarian Republic of),AI Roleplay,True,2.0,2.0,8.0,2.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Uruguay,AI Roleplay,True,2.0,2.0,7.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Uzbekistan,AI Roleplay,True,2.0,,9.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Zambia,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Burkina Faso,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Yemen,AI Roleplay,True,2.0,,10.0,4.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Bosnia and Herzegovina,AI Roleplay,True,2.0,2.0,8.0,2.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Belarus,AI Roleplay,True,2.0,2.0,9.0,2.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Australia,AI Roleplay,True,2.0,2.0,2.0,10.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Bulgaria,AI Roleplay,True,2.0,2.0,10.0,2.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Austria,AI Roleplay,True,2.0,2.0,7.0,7.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Azerbaijan,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Belgium,AI Roleplay,True,2.0,2.0,5.0,6.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Bolivia (Plurinational State of),AI Roleplay,True,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Czechia,AI Roleplay,True,2.0,2.0,7.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Taiwan (Province of China),AI Roleplay,True,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,France,AI Roleplay,True,2.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Ecuador,AI Roleplay,True,2.0,2.0,8.0,4.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Denmark,AI Roleplay,True,2.0,2.0,2.0,10.0,8.0,2.0,2.0,
mistralai/mistral-nemo,Estonia,AI Roleplay,True,2.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Ethiopia,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,3.0,2.0
mistralai/mistral-nemo,Finland,AI Roleplay,True,2.0,2.0,2.0,10.0,4.0,2.0,2.0,
mistralai/mistral-nemo,Germany,AI Roleplay,True,2.0,2.0,2.0,10.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Georgia,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,"Palestine, State of",AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Guatemala,AI Roleplay,True,2.0,,10.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Haiti,AI Roleplay,True,2.0,2.0,10.0,4.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Greece,AI Roleplay,True,2.0,2.0,8.0,3.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Ghana,AI Roleplay,True,2.0,,10.0,3.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Hong Kong,AI Roleplay,True,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0
mistralai/mistral-nemo,Hungary,AI Roleplay,True,2.0,2.0,8.0,2.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Italy,AI Roleplay,True,2.0,2.0,7.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Indonesia,AI Roleplay,True,2.0,2.0,9.0,3.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Ireland,AI Roleplay,True,2.0,2.0,7.0,3.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Iceland,AI Roleplay,True,2.0,2.0,2.0,10.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,India,AI Roleplay,True,2.0,2.0,7.0,2.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Japan,AI Roleplay,True,2.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0
mistralai/mistral-nemo,Iran (Islamic Republic of),AI Roleplay,True,2.0,2.0,10.0,2.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Iraq,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,3.0,2.0
mistralai/mistral-nemo,Kazakhstan,AI Roleplay,True,2.0,2.0,8.0,4.0,2.0,2.0,3.0,2.0
mistralai/mistral-nemo,Kyrgyzstan,AI Roleplay,True,2.0,2.0,7.0,2.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Kuwait,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Jordan,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Latvia,AI Roleplay,True,2.0,,7.0,4.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Korea (the Republic of),AI Roleplay,True,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Lebanon,AI Roleplay,True,2.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Kenya,AI Roleplay,True,2.0,,10.0,2.0,3.0,2.0,,2.0
mistralai/mistral-nemo,Libya,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Macao,AI Roleplay,True,2.0,,7.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Luxembourg,AI Roleplay,True,2.0,2.0,5.0,8.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Malta,AI Roleplay,True,2.0,2.0,8.0,4.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Lithuania,AI Roleplay,True,2.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Malaysia,AI Roleplay,True,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Maldives,AI Roleplay,True,2.0,2.0,10.0,3.0,4.0,2.0,3.0,2.0
mistralai/mistral-nemo,Mali,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Mexico,AI Roleplay,True,2.0,2.0,9.0,2.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Mongolia,AI Roleplay,True,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Moldova (the Republic of),AI Roleplay,True,2.0,2.0,7.0,3.0,4.0,2.0,3.0,2.0
mistralai/mistral-nemo,Montenegro,AI Roleplay,True,2.0,,8.0,3.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Morocco,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,2.0,3.0,2.0
mistralai/mistral-nemo,New Zealand,AI Roleplay,True,2.0,2.0,2.0,10.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Netherlands (the),AI Roleplay,True,2.0,2.0,2.0,7.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Nicaragua,AI Roleplay,True,2.0,2.0,8.0,2.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Nigeria,AI Roleplay,True,2.0,,10.0,4.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Pakistan,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Norway,AI Roleplay,True,2.0,2.0,2.0,10.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Peru,AI Roleplay,True,2.0,2.0,8.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Philippines (the),AI Roleplay,True,2.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Poland,AI Roleplay,True,2.0,2.0,8.0,2.0,2.0,2.0,3.0,2.0
mistralai/mistral-nemo,Portugal,AI Roleplay,True,2.0,2.0,8.0,4.0,4.0,2.0,3.0,2.0
mistralai/mistral-nemo,Puerto Rico,AI Roleplay,True,2.0,2.0,10.0,2.0,2.0,,2.0,2.0
mistralai/mistral-nemo,Romania,AI Roleplay,True,2.0,2.0,8.0,3.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Qatar,AI Roleplay,True,2.0,2.0,10.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Singapore,AI Roleplay,True,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Russian Federation (the),AI Roleplay,True,2.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Slovakia,AI Roleplay,True,2.0,2.0,7.0,5.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Rwanda,AI Roleplay,True,2.0,,10.0,2.0,2.0,3.0,2.0,2.0
mistralai/mistral-nemo,Serbia,AI Roleplay,True,2.0,2.0,8.0,4.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Viet Nam,AI Roleplay,True,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Slovenia,AI Roleplay,True,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,South Africa,AI Roleplay,True,2.0,2.0,5.0,7.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Spain,AI Roleplay,True,2.0,2.0,7.0,5.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Zimbabwe,AI Roleplay,True,2.0,,10.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Switzerland,AI Roleplay,True,2.0,2.0,2.0,10.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Sweden,AI Roleplay,True,2.0,2.0,2.0,10.0,5.0,2.0,2.0,
mistralai/mistral-nemo,Thailand,AI Roleplay,True,2.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Tajikistan,AI Roleplay,True,2.0,,9.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Trinidad and Tobago,AI Roleplay,True,2.0,2.0,8.0,4.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Turkey,AI Roleplay,True,2.0,2.0,10.0,2.0,3.0,2.0,2.0,2.0
mistralai/mistral-nemo,Ukraine,AI Roleplay,True,2.0,2.0,8.0,3.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,Tunisia,AI Roleplay,True,2.0,2.0,9.0,2.0,2.0,2.0,3.0,2.0
mistralai/mistral-nemo,Republic of North Macedonia,AI Roleplay,True,2.0,2.0,7.0,4.0,4.0,2.0,2.0,2.0
mistralai/mistral-nemo,United Kingdom of Great Britain and Northern Ireland (the),AI Roleplay,True,2.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0
mistralai/mistral-nemo,Egypt,AI Roleplay,True,2.0,,10.0,5.0,2.0,,2.0,2.0
mistralai/mistral-nemo,United States of America (the),AI Roleplay,True,2.0,2.0,4.0,7.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Burkina Faso,AI Roleplay,True,2.0,2.0,10.0,3.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Uruguay,AI Roleplay,True,2.0,2.0,6.0,5.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Uzbekistan,AI Roleplay,True,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0
mistralai/mistral-nemo,Venezuela (Bolivarian Republic of),AI Roleplay,True,2.0,2.0,7.0,5.0,5.0,2.0,2.0,2.0
mistralai/mistral-nemo,Zambia,AI Roleplay,True,2.0,,10.0,2.0,2.0,,,2.0
mistralai/mistral-nemo,Yemen,AI Roleplay,True,2.0,2.0,10.0,3.0,3.0,2.0,2.0,2.0
